metric,mean,std
test_auroc,0.8739732142857143,0.004711249360383532
test_auprc,0.9068817884763675,0.0029294990633189086
val_auroc,0.8634844653179191,0.00813513306244588
val_auprc,0.906812418565558,0.006985284156942818
train_auroc,0.999638156643463,0.0005127303417651018
fit_seconds,3.5533333333333332,0.8336266150581646
