metric,mean,std
test_auroc,0.8912311795406117,0.0023969013258613304
test_auprc,0.9252714738431447,0.0013716280382305688
val_auroc,0.9113874364147888,0.0011812297726461096
val_auprc,0.9370968798992013,0.0009187634304931084
train_auroc,0.9971043082643934,0.00035188137449580515
fit_seconds,9.603333333333333,0.24440403706431071
