seed,test_auroc,test_auprc,val_auroc,val_auprc,train_auroc,best_iteration,fit_seconds
0,0.8894383078482724,0.9241292799273486,0.9120099676035125,0.9377308884728591,0.9967169490129845,397,9.87
1,0.89030159668835,0.9248923559467602,0.9121271917360538,0.9375165241633163,0.9971917564941833,398,9.55
2,0.8939536340852131,0.9267927856553252,0.9100251499048,0.9360432270614285,0.9974042192860125,399,9.39
